Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Percent Electric Vehicles
November 30 2017,Douglas,WA,Truck,0,0,0,12011,0.00
November 30 2017,Ferry,WA,Passenger,2,3,5,4506,0.11
November 30 2017,Ferry,WA,Truck,0,0,0,3699,0.00
November 30 2017,Franklin,WA,Passenger,32,51,83,58087,0.14
November 30 2017,Franklin,WA,Truck,0,0,0,19020,0.00
November 30 2017,Garfield,WA,Passenger,1,0,1,1352,0.07
November 30 2017,Garfield,WA,Truck,0,0,0,960,0.00
November 30 2017,Grant,WA,Passenger,28,43,71,64284,0.11
November 30 2017,Grant,WA,Truck,0,0,0,26882,0.00
November 30 2017,Grays Harbor,WA,Passenger,43,53,96,47436,0.20
November 30 2017,Grays Harbor,WA,Truck,0,0,0,20975,0.00
November 30 2017,Island,WA,Passenger,151,175,326,65010,0.50
November 30 2017,Island,WA,Truck,0,0,0,21834,0.00
November 30 2017,Jefferson,WA,Passenger,119,76,195,24831,0.78
November 30 2017,Jefferson,WA,Truck,0,0,0,9730,0.00
November 30 2017,King,WA,Passenger,11155,4864,16019,1381155,1.15
November 30 2017,King,WA,Truck,7,1,8,187950,0.00
November 30 2017,Kitsap,WA,Passenger,701,385,1086,182253,0.59
November 30 2017,Kitsap,WA,Truck,1,0,1,54578,0.00
November 30 2017,Kittitas,WA,Passenger,41,30,71,29908,0.24
November 30 2017,Kittitas,WA,Truck,0,0,0,14569,0.00
November 30 2017,Klickitat,WA,Passenger,25,30,55,15256,0.36
November 30 2017,Klickitat,WA,Truck,0,0,0,8313,0.00
November 30 2017,Lewis,WA,Passenger,55,54,109,58664,0.19
November 30 2017,Lewis,WA,Truck,0,0,0,26548,0.00
November 30 2017,Lincoln,WA,Passenger,1,5,6,7749,0.08
November 30 2017,Lincoln,WA,Truck,0,0,0,4631,0.00
November 30 2017,Mason,WA,Passenger,73,76,149,46582,0.32
November 30 2017,Mason,WA,Truck,0,0,0,20535,0.00
November 30 2017,Okanogan,WA,Passenger,5,21,26,26857,0.10
November 30 2017,Okanogan,WA,Truck,0,0,0,17194,0.00
November 30 2017,Pacific,WA,Passenger,14,12,26,15763,0.16
November 30 2017,Pacific,WA,Truck,0,0,0,7860,0.00
November 30 2017,Pend Oreille,WA,Passenger,4,2,6,9704,0.06
November 30 2017,Pend Oreille,WA,Truck,0,0,0,5869,0.00
November 30 2017,Pierce,WA,Passenger,1049,1038,2087,542754,0.38
November 30 2017,Pierce,WA,Truck,0,0,0,142177,0.00
November 30 2017,San Juan,WA,Passenger,139,46,185,14365,1.27
November 30 2017,San Juan,WA,Truck,0,0,0,5814,0.00
November 30 2017,Skagit,WA,Passenger,171,151,322,92102,0.35
November 30 2017,Skagit,WA,Truck,1,0,1,32873,0.00
November 30 2017,Skamania,WA,Passenger,9,6,15,8750,0.17
November 30 2017,Skamania,WA,Truck,0,0,0,4033,0.00
November 30 2017,Snohomish,WA,Passenger,2022,1123,3145,527549,0.59
November 30 2017,Snohomish,WA,Truck,1,0,1,125233,0.00
November 30 2017,Spokane,WA,Passenger,300,276,576,309595,0.19
November 30 2017,Spokane,WA,Truck,1,0,1,95812,0.00
November 30 2017,Stevens,WA,Passenger,12,22,34,31977,0.11
November 30 2017,Stevens,WA,Truck,0,0,0,18919,0.00
November 30 2017,Thurston,WA,Passenger,474,427,901,195998,0.46
November 30 2017,Thurston,WA,Truck,0,0,0,55843,0.00
November 30 2017,Wahkiakum,WA,Passenger,1,3,4,2837,0.14
November 30 2017,Wahkiakum,WA,Truck,0,0,0,1636,0.00
November 30 2017,Walla Walla,WA,Passenger,29,34,63,36142,0.17
November 30 2017,Walla Walla,WA,Truck,0,0,0,13801,0.00
November 30 2017,Whatcom,WA,Passenger,542,237,779,148020,0.52
November 30 2017,Whatcom,WA,Truck,1,0,1,43113,0.00
November 30 2017,Whitman,WA,Passenger,14,24,38,22989,0.17
November 30 2017,Whitman,WA,Truck,0,0,0,8723,0.00
November 30 2017,Yakima,WA,Passenger,60,81,141,165720,0.09
November 30 2017,Yakima,WA,Truck,0,0,0,60060,0.00
December 31 2017,Russell,AL,Passenger,1,0,1,26,3.70
December 31 2017,Baxter,AR,Passenger,0,1,1,1,50.00
December 31 2017,Alameda,CA,Passenger,0,1,1,141,0.70
December 31 2017,Monterey,CA,Passenger,0,1,1,126,0.79
December 31 2017,San Diego,CA,Passenger,0,1,1,1388,0.07
December 31 2017,Santa Clara,CA,Passenger,1,0,1,129,0.77
December 31 2017,El Paso,CO,Passenger,1,0,1,365,0.27
December 31 2017,New London,CT,Passenger,0,1,1,140,0.71
December 31 2017,Duval,FL,Passenger,1,0,1,144,0.69
December 31 2017,Miami-Dade,FL,Passenger,0,1,1,60,1.64
December 31 2017,Okaloosa,FL,Passenger,1,0,1,71,1.39
December 31 2017,Dekalb,GA,Passenger,1,0,1,41,2.38
December 31 2017,Fulton,GA,Passenger,0,1,1,34,2.86
December 31 2017,Honolulu,HI,Passenger,0,1,1,214,0.47
December 31 2017,Madison,ID,Passenger,1,0,1,11,8.33
December 31 2017,Saint Clair,IL,Passenger,0,1,1,119,0.83
December 31 2017,Leavenworth,KS,Passenger,0,1,1,86,1.15
December 31 2017,Hardin,KY,Passenger,0,1,1,70,1.41
December 31 2017,Nantucket,MA,Passenger,1,0,1,2,33.33
December 31 2017,Anne Arundel,MD,Passenger,0,1,1,323,0.31
December 31 2017,Calvert,MD,Passenger,0,1,1,40,2.44
December 31 2017,Howard,MD,Passenger,0,1,1,60,1.64
December 31 2017,Ottawa,MI,Passenger,0,1,1,7,12.50
December 31 2017,Missoula,MT,Passenger,1,0,1,10,9.09
December 31 2017,Elko,NV,Passenger,0,1,1,0,100.00
December 31 2017,New York,NY,Passenger,0,1,1,46,2.13
December 31 2017,Saratoga,NY,Passenger,1,0,1,55,1.79
December 31 2017,Marion,OR,Passenger,1,0,1,45,2.17
December 31 2017,Washington,OR,Passenger,0,1,1,194,0.51
December 31 2017,Montgomery,TN,Passenger,1,0,1,103,0.96
December 31 2017,Bexar,TX,Passenger,1,0,1,343,0.29
December 31 2017,Dallas,TX,Passenger,0,1,1,46,2.13
December 31 2017,Nueces,TX,Passenger,1,0,1,50,1.96
December 31 2017,Travis,TX,Passenger,0,1,1,41,2.38
December 31 2017,Arlington,VA,Passenger,0,1,1,93,1.06
December 31 2017,Fairfax,VA,Passenger,1,3,4,438,0.90
December 31 2017,Prince William,VA,Passenger,0,2,2,160,1.23
December 31 2017,Virginia Beach City,VA,Passenger,1,0,1,292,0.34
December 31 2017,,WA,Passenger,0,1,1,66,1.49
December 31 2017,,WA,Truck,0,0,0,17,0.00
December 31 2017,Adams,WA,Passenger,5,6,11,12803,0.09
December 31 2017,Adams,WA,Truck,0,0,0,5335,0.00
December 31 2017,Asotin,WA,Passenger,7,5,12,12835,0.09
December 31 2017,Asotin,WA,Truck,0,0,0,6847,0.00
December 31 2017,Benton,WA,Passenger,174,176,350,133378,0.26
December 31 2017,Benton,WA,Truck,0,0,0,41920,0.00
December 31 2017,Chelan,WA,Passenger,93,45,138,54588,0.25
December 31 2017,Chelan,WA,Truck,0,0,0,22330,0.00
December 31 2017,Clallam,WA,Passenger,102,100,202,50595,0.40
December 31 2017,Clallam,WA,Truck,0,0,0,22023,0.00
December 31 2017,Clark,WA,Passenger,866,607,1473,310029,0.47
December 31 2017,Clark,WA,Truck,0,0,0,80587,0.00
December 31 2017,Columbia,WA,Passenger,2,1,3,2400,0.12
December 31 2017,Columbia,WA,Truck,0,0,0,1580,0.00
December 31 2017,Cowlitz,WA,Passenger,55,76,131,72371,0.18
December 31 2017,Cowlitz,WA,Truck,0,0,0,29143,0.00
December 31 2017,Douglas,WA,Passenger,39,31,70,27744,0.25
December 31 2017,Douglas,WA,Truck,0,0,0,12042,0.00
December 31 2017,Ferry,WA,Passenger,2,3,5,4510,0.11
December 31 2017,Ferry,WA,Truck,0,0,0,3681,0.00
December 31 2017,Franklin,WA,Passenger,31,53,84,58233,0.14
December 31 2017,Franklin,WA,Truck,0,0,0,19094,0.00
December 31 2017,Garfield,WA,Passenger,1,0,1,1359,0.07
December 31 2017,Garfield,WA,Truck,0,0,0,966,0.00
December 31 2017,Grant,WA,Passenger,30,44,74,64503,0.11
December 31 2017,Grant,WA,Truck,0,0,0,26910,0.00
December 31 2017,Grays Harbor,WA,Passenger,43,54,97,47675,0.20
December 31 2017,Grays Harbor,WA,Truck,0,0,0,21021,0.00
December 31 2017,Island,WA,Passenger,159,184,343,65217,0.52
December 31 2017,Island,WA,Truck,0,0,0,21860,0.00
December 31 2017,Jefferson,WA,Passenger,125,79,204,24921,0.81
December 31 2017,Jefferson,WA,Truck,0,0,0,9754,0.00
December 31 2017,King,WA,Passenger,11289,4933,16222,1380304,1.16
December 31 2017,King,WA,Truck,8,1,9,187520,0.00
December 31 2017,Kitsap,WA,Passenger,716,397,1113,182747,0.61
December 31 2017,Kitsap,WA,Truck,1,0,1,54649,0.00
December 31 2017,Kittitas,WA,Passenger,42,33,75,30049,0.25
December 31 2017,Kittitas,WA,Truck,0,0,0,14601,0.00
December 31 2017,Klickitat,WA,Passenger,24,30,54,15264,0.35
December 31 2017,Klickitat,WA,Truck,0,0,0,8304,0.00
December 31 2017,Lewis,WA,Passenger,56,55,111,58825,0.19
December 31 2017,Lewis,WA,Truck,0,0,0,26606,0.00
December 31 2017,Lincoln,WA,Passenger,1,5,6,7772,0.08
December 31 2017,Lincoln,WA,Truck,0,0,0,4635,0.00
December 31 2017,Mason,WA,Passenger,77,77,154,46821,0.33
December 31 2017,Mason,WA,Truck,0,0,0,20571,0.00
December 31 2017,Okanogan,WA,Passenger,6,22,28,26864,0.10
December 31 2017,Okanogan,WA,Truck,0,0,0,17186,0.00
December 31 2017,Pacific,WA,Passenger,14,14,28,15822,0.18
December 31 2017,Pacific,WA,Truck,0,0,0,7869,0.00
December 31 2017,Pend Oreille,WA,Passenger,4,3,7,9719,0.07
December 31 2017,Pend Oreille,WA,Truck,0,0,0,5881,0.00
December 31 2017,Pierce,WA,Passenger,1072,1063,2135,543209,0.39
December 31 2017,Pierce,WA,Truck,0,0,0,142189,0.00
December 31 2017,San Juan,WA,Passenger,146,47,193,14440,1.32
December 31 2017,San Juan,WA,Truck,0,0,0,5845,0.00
December 31 2017,Skagit,WA,Passenger,177,157,334,92308,0.36
December 31 2017,Skagit,WA,Truck,1,0,1,32899,0.00
December 31 2017,Skamania,WA,Passenger,9,6,15,8760,0.17
December 31 2017,Skamania,WA,Truck,0,0,0,4044,0.00
December 31 2017,Snohomish,WA,Passenger,2055,1154,3209,528335,0.60
December 31 2017,Snohomish,WA,Truck,1,0,1,125272,0.00
December 31 2017,Spokane,WA,Passenger,305,278,583,310010,0.19
December 31 2017,Spokane,WA,Truck,1,0,1,95978,0.00
December 31 2017,Stevens,WA,Passenger,12,22,34,31942,0.11
December 31 2017,Stevens,WA,Truck,0,0,0,18971,0.00
December 31 2017,Thurston,WA,Passenger,489,436,925,196398,0.47
December 31 2017,Thurston,WA,Truck,0,0,0,55912,0.00
December 31 2017,Wahkiakum,WA,Passenger,1,3,4,2830,0.14
December 31 2017,Wahkiakum,WA,Truck,0,0,0,1645,0.00
December 31 2017,Walla Walla,WA,Passenger,29,35,64,36155,0.18
December 31 2017,Walla Walla,WA,Truck,0,0,0,13772,0.00
December 31 2017,Whatcom,WA,Passenger,550,251,801,148476,0.54
December 31 2017,Whatcom,WA,Truck,1,0,1,43166,0.00
December 31 2017,Whitman,WA,Passenger,15,25,40,23043,0.17
December 31 2017,Whitman,WA,Truck,0,0,0,8722,0.00
December 31 2017,Yakima,WA,Passenger,61,84,145,166112,0.09
December 31 2017,Yakima,WA,Truck,0,0,0,60162,0.00
January 31 2018,Russell,AL,Passenger,1,0,1,24,4.00
January 31 2018,Baxter,AR,Passenger,0,1,1,1,50.00
January 31 2018,Alameda,CA,Passenger,0,1,1,140,0.71
January 31 2018,Monterey,CA,Passenger,0,1,1,125,0.79
January 31 2018,San Diego,CA,Passenger,0,1,1,1357,0.07
January 31 2018,Santa Clara,CA,Passenger,1,0,1,129,0.77
January 31 2018,El Paso,CO,Passenger,1,0,1,355,0.28
January 31 2018,New London,CT,Passenger,0,1,1,135,0.74
January 31 2018,Duval,FL,Passenger,1,0,1,139,0.71
January 31 2018,Miami-Dade,FL,Passenger,0,1,1,57,1.72
January 31 2018,Okaloosa,FL,Passenger,1,0,1,66,1.49
January 31 2018,Dekalb,GA,Passenger,1,0,1,37,2.63
January 31 2018,Fulton,GA,Passenger,0,1,1,32,3.03
January 31 2018,Honolulu,HI,Passenger,0,1,1,209,0.48
January 31 2018,Madison,ID,Passenger,1,0,1,11,8.33
January 31 2018,Saint Clair,IL,Passenger,0,1,1,116,0.85
January 31 2018,Leavenworth,KS,Passenger,0,1,1,84,1.18
January 31 2018,Hardin,KY,Passenger,0,1,1,70,1.41
January 31 2018,Nantucket,MA,Passenger,1,0,1,2,33.33
January 31 2018,Anne Arundel,MD,Passenger,0,1,1,315,0.32
January 31 2018,Calvert,MD,Passenger,0,1,1,39,2.50
January 31 2018,Howard,MD,Passenger,0,1,1,57,1.72
January 31 2018,Ottawa,MI,Passenger,0,1,1,7,12.50
January 31 2018,Missoula,MT,Passenger,1,0,1,9,10.00
January 31 2018,Elko,NV,Passenger,0,1,1,0,100.00
January 31 2018,New York,NY,Passenger,0,1,1,45,2.17
January 31 2018,Saratoga,NY,Passenger,1,0,1,54,1.82
January 31 2018,Marion,OR,Passenger,1,0,1,45,2.17
January 31 2018,Washington,OR,Passenger,0,1,1,189,0.53
January 31 2018,Montgomery,TN,Passenger,1,0,1,99,1.00
January 31 2018,Bexar,TX,Passenger,1,0,1,333,0.30
January 31 2018,Dallas,TX,Passenger,0,1,1,45,2.17
January 31 2018,Nueces,TX,Passenger,1,0,1,48,2.04
January 31 2018,Travis,TX,Passenger,0,1,1,39,2.50
January 31 2018,Arlington,VA,Passenger,0,1,1,92,1.08
January 31 2018,Fairfax,VA,Passenger,1,3,4,429,0.92
January 31 2018,Prince William,VA,Passenger,0,2,2,155,1.27
January 31 2018,Virginia Beach City,VA,Passenger,1,0,1,292,0.34
January 31 2018,,WA,Passenger,0,1,1,66,1.49
January 31 2018,,WA,Truck,0,0,0,18,0.00
January 31 2018,Adams,WA,Passenger,5,5,10,12825,0.08
January 31 2018,Adams,WA,Truck,0,0,0,5358,0.00
January 31 2018,Asotin,WA,Passenger,7,5,12,12876,0.09
January 31 2018,Asotin,WA,Truck,0,0,0,6853,0.00
January 31 2018,Benton,WA,Passenger,177,188,365,133702,0.27
January 31 2018,Benton,WA,Truck,0,0,0,42043,0.00
January 31 2018,Chelan,WA,Passenger,101,45,146,54787,0.27
January 31 2018,Chelan,WA,Truck,0,0,0,22366,0.00
January 31 2018,Clallam,WA,Passenger,111,105,216,50814,0.42
January 31 2018,Clallam,WA,Truck,0,0,0,22092,0.00
January 31 2018,Clark,WA,Passenger,888,638,1526,311013,0.49
January 31 2018,Clark,WA,Truck,0,0,0,80767,0.00
January 31 2018,Columbia,WA,Passenger,2,1,3,2396,0.13
January 31 2018,Columbia,WA,Truck,0,0,0,1580,0.00
January 31 2018,Cowlitz,WA,Passenger,55,79,134,72572,0.18
January 31 2018,Cowlitz,WA,Truck,0,0,0,29190,0.00
January 31 2018,Douglas,WA,Passenger,44,31,75,27792,0.27
January 31 2018,Douglas,WA,Truck,0,0,0,12086,0.00
January 31 2018,Ferry,WA,Passenger,2,3,5,4526,0.11
January 31 2018,Ferry,WA,Truck,0,0,0,3684,0.00
January 31 2018,Franklin,WA,Passenger,32,54,86,58376,0.15
January 31 2018,Franklin,WA,Truck,0,0,0,19157,0.00
January 31 2018,Garfield,WA,Passenger,1,0,1,1366,0.07
January 31 2018,Garfield,WA,Truck,0,0,0,966,0.00
January 31 2018,Grant,WA,Passenger,32,46,78,64697,0.12
January 31 2018,Grant,WA,Truck,0,0,0,26960,0.00
January 31 2018,Grays Harbor,WA,Passenger,43,55,98,47816,0.20
January 31 2018,Grays Harbor,WA,Truck,0,0,0,21037,0.00
January 31 2018,Island,WA,Passenger,166,187,353,65484,0.54
January 31 2018,Island,WA,Truck,0,0,0,21920,0.00
January 31 2018,Jefferson,WA,Passenger,128,86,214,24982,0.85
January 31 2018,Jefferson,WA,Truck,0,0,0,9771,0.00
January 31 2018,King,WA,Passenger,11621,5125,16746,1380143,1.20
January 31 2018,King,WA,Truck,8,1,9,187229,0.00
January 31 2018,Kitsap,WA,Passenger,727,423,1150,183306,0.62
January 31 2018,Kitsap,WA,Truck,1,0,1,54701,0.00
January 31 2018,Kittitas,WA,Passenger,44,33,77,30233,0.25
January 31 2018,Kittitas,WA,Truck,0,0,0,14665,0.00
January 31 2018,Klickitat,WA,Passenger,24,30,54,15295,0.35
January 31 2018,Klickitat,WA,Truck,0,0,0,8296,0.00
January 31 2018,Lewis,WA,Passenger,55,58,113,59032,0.19
January 31 2018,Lewis,WA,Truck,0,0,0,26624,0.00
January 31 2018,Lincoln,WA,Passenger,1,5,6,7772,0.08
January 31 2018,Lincoln,WA,Truck,0,0,0,4639,0.00
January 31 2018,Mason,WA,Passenger,77,79,156,46969,0.33
January 31 2018,Mason,WA,Truck,0,0,0,20640,0.00
January 31 2018,Okanogan,WA,Passenger,6,22,28,26837,0.10
January 31 2018,Okanogan,WA,Truck,0,0,0,17234,0.00
January 31 2018,Pacific,WA,Passenger,14,14,28,15871,0.18
January 31 2018,Pacific,WA,Truck,0,0,0,7863,0.00
January 31 2018,Pend Oreille,WA,Passenger,5,3,8,9712,0.08
January 31 2018,Pend Oreille,WA,Truck,0,0,0,5872,0.00
January 31 2018,Pierce,WA,Passenger,1096,1094,2190,544162,0.40
January 31 2018,Pierce,WA,Truck,0,0,0,142334,0.00
January 31 2018,San Juan,WA,Passenger,150,49,199,14513,1.35
January 31 2018,San Juan,WA,Truck,0,0,0,5881,0.00
January 31 2018,Skagit,WA,Passenger,180,160,340,92553,0.37
January 31 2018,Skagit,WA,Truck,1,0,1,32993,0.00
January 31 2018,Skamania,WA,Passenger,10,7,17,8785,0.19
January 31 2018,Skamania,WA,Truck,0,0,0,4042,0.00
January 31 2018,Snohomish,WA,Passenger,2104,1201,3305,529542,0.62
January 31 2018,Snohomish,WA,Truck,1,0,1,125376,0.00
January 31 2018,Spokane,WA,Passenger,308,291,599,310716,0.19
January 31 2018,Spokane,WA,Truck,1,0,1,96159,0.00
January 31 2018,Stevens,WA,Passenger,12,23,35,32031,0.11
January 31 2018,Stevens,WA,Truck,0,0,0,18980,0.00
January 31 2018,Thurston,WA,Passenger,504,453,957,197042,0.48
January 31 2018,Thurston,WA,Truck,0,0,0,56044,0.00
January 31 2018,Wahkiakum,WA,Passenger,1,3,4,2815,0.14
January 31 2018,Wahkiakum,WA,Truck,0,0,0,1650,0.00
January 31 2018,Walla Walla,WA,Passenger,30,36,66,36233,0.18
January 31 2018,Walla Walla,WA,Truck,0,0,0,13800,0.00
January 31 2018,Whatcom,WA,Passenger,567,262,829,148783,0.55
January 31 2018,Whatcom,WA,Truck,1,0,1,43195,0.00
January 31 2018,Whitman,WA,Passenger,16,25,41,23088,0.18
January 31 2018,Whitman,WA,Truck,0,0,0,8735,0.00
January 31 2018,Yakima,WA,Passenger,62,85,147,166538,0.09
January 31 2018,Yakima,WA,Truck,0,0,0,60243,0.00
February 28 2018,Russell,AL,Passenger,1,0,1,22,4.35
February 28 2018,Baxter,AR,Passenger,0,1,1,0,100.00
February 28 2018,Alameda,CA,Passenger,0,1,1,139,0.71
February 28 2018,Monterey,CA,Passenger,0,1,1,120,0.83
February 28 2018,San Diego,CA,Passenger,0,1,1,1328,0.08
February 28 2018,Santa Clara,CA,Passenger,1,0,1,124,0.80
February 28 2018,El Paso,CO,Passenger,1,0,1,346,0.29
February 28 2018,New London,CT,Passenger,0,1,1,131,0.76
February 28 2018,Duval,FL,Passenger,1,0,1,133,0.75
February 28 2018,Miami-Dade,FL,Passenger,0,1,1,55,1.79
February 28 2018,Okaloosa,FL,Passenger,1,0,1,64,1.54
February 28 2018,Dekalb,GA,Passenger,1,0,1,36,2.70
February 28 2018,Fulton,GA,Passenger,0,1,1,31,3.12
February 28 2018,Honolulu,HI,Passenger,0,1,1,202,0.49
February 28 2018,Madison,ID,Passenger,1,0,1,11,8.33
February 28 2018,Saint Clair,IL,Passenger,0,1,1,113,0.88
February 28 2018,Leavenworth,KS,Passenger,0,1,1,81,1.22
February 28 2018,Hardin,KY,Passenger,0,1,1,66,1.49
February 28 2018,Caddo,LA,Passenger,0,1,1,8,11.11
February 28 2018,Nantucket,MA,Passenger,1,0,1,2,33.33
February 28 2018,Anne Arundel,MD,Passenger,0,1,1,314,0.32
February 28 2018,Calvert,MD,Passenger,0,1,1,38,2.56
February 28 2018,Ottawa,MI,Passenger,0,1,1,7,12.50
February 28 2018,Missoula,MT,Passenger,1,0,1,9,10.00
February 28 2018,Elko,NV,Passenger,0,1,1,0,100.00
February 28 2018,New York,NY,Passenger,0,1,1,44,2.22
February 28 2018,Saratoga,NY,Passenger,1,0,1,54,1.82
February 28 2018,Garfield,OK,Passenger,1,0,1,19,5.00
February 28 2018,Marion,OR,Passenger,1,0,1,43,2.27
February 28 2018,Washington,OR,Passenger,0,1,1,179,0.56
February 28 2018,Montgomery,TN,Passenger,1,0,1,94,1.05
February 28 2018,Bexar,TX,Passenger,1,0,1,321,0.31
February 28 2018,Dallas,TX,Passenger,0,1,1,42,2.33
February 28 2018,Nueces,TX,Passenger,1,0,1,47,2.08
February 28 2018,Travis,TX,Passenger,0,1,1,38,2.56
February 28 2018,Arlington,VA,Passenger,0,1,1,89,1.11
February 28 2018,Fairfax,VA,Passenger,1,3,4,423,0.94
February 28 2018,Prince William,VA,Passenger,0,2,2,155,1.27
February 28 2018,Virginia Beach City,VA,Passenger,1,0,1,286,0.35
February 28 2018,,WA,Passenger,0,1,1,65,1.52
February 28 2018,,WA,Truck,0,0,0,19,0.00
February 28 2018,Adams,WA,Passenger,5,5,10,12830,0.08
February 28 2018,Adams,WA,Truck,0,0,0,5346,0.00
February 28 2018,Asotin,WA,Passenger,7,5,12,12897,0.09
February 28 2018,Asotin,WA,Truck,0,0,0,6860,0.00
February 28 2018,Benton,WA,Passenger,178,188,366,133447,0.27
February 28 2018,Benton,WA,Truck,0,0,0,42056,0.00
February 28 2018,Chelan,WA,Passenger,101,46,147,54751,0.27
February 28 2018,Chelan,WA,Truck,0,0,0,22366,0.00
February 28 2018,Clallam,WA,Passenger,114,111,225,50875,0.44
February 28 2018,Clallam,WA,Truck,0,0,0,22085,0.00
February 28 2018,Clark,WA,Passenger,903,652,1555,310959,0.50
February 28 2018,Clark,WA,Truck,0,0,0,80710,0.00
February 28 2018,Columbia,WA,Passenger,2,1,3,2402,0.12
February 28 2018,Columbia,WA,Truck,0,0,0,1570,0.00
February 28 2018,Cowlitz,WA,Passenger,55,80,135,72485,0.19
February 28 2018,Cowlitz,WA,Truck,0,0,0,29176,0.00
February 28 2018,Douglas,WA,Passenger,44,31,75,27847,0.27
February 28 2018,Douglas,WA,Truck,0,0,0,12098,0.00
February 28 2018,Ferry,WA,Passenger,2,3,5,4508,0.11
February 28 2018,Ferry,WA,Truck,0,0,0,3668,0.00
February 28 2018,Franklin,WA,Passenger,33,54,87,58381,0.15
February 28 2018,Franklin,WA,Truck,0,0,0,19185,0.00
February 28 2018,Garfield,WA,Passenger,1,0,1,1364,0.07
February 28 2018,Garfield,WA,Truck,0,0,0,963,0.00
February 28 2018,Grant,WA,Passenger,35,48,83,64685,0.13
February 28 2018,Grant,WA,Truck,0,0,0,26970,0.00
February 28 2018,Grays Harbor,WA,Passenger,43,57,100,47721,0.21
February 28 2018,Grays Harbor,WA,Truck,0,0,0,21053,0.00
February 28 2018,Island,WA,Passenger,172,191,363,65475,0.55
February 28 2018,Island,WA,Truck,0,0,0,21952,0.00
February 28 2018,Jefferson,WA,Passenger,133,87,220,24925,0.87
February 28 2018,Jefferson,WA,Truck,0,0,0,9787,0.00
February 28 2018,King,WA,Passenger,11751,5263,17014,1377207,1.22
February 28 2018,King,WA,Truck,8,1,9,186465,0.00
February 28 2018,Kitsap,WA,Passenger,737,440,1177,183257,0.64
February 28 2018,Kitsap,WA,Truck,1,0,1,54741,0.00
February 28 2018,Kittitas,WA,Passenger,44,34,78,30276,0.26
February 28 2018,Kittitas,WA,Truck,0,0,0,14723,0.00
February 28 2018,Klickitat,WA,Passenger,25,31,56,15309,0.36
February 28 2018,Klickitat,WA,Truck,0,0,0,8334,0.00
February 28 2018,Lewis,WA,Passenger,55,60,115,59053,0.19
February 28 2018,Lewis,WA,Truck,0,0,0,26557,0.00
February 28 2018,Lincoln,WA,Passenger,1,5,6,7778,0.08
February 28 2018,Lincoln,WA,Truck,0,0,0,4641,0.00
February 28 2018,Mason,WA,Passenger,77,82,159,47037,0.34
February 28 2018,Mason,WA,Truck,0,0,0,20687,0.00
February 28 2018,Okanogan,WA,Passenger,6,22,28,26779,0.10
February 28 2018,Okanogan,WA,Truck,0,0,0,17207,0.00
February 28 2018,Pacific,WA,Passenger,14,18,32,15878,0.20
February 28 2018,Pacific,WA,Truck,0,0,0,7880,0.00
February 28 2018,Pend Oreille,WA,Passenger,5,3,8,9669,0.08
February 28 2018,Pend Oreille,WA,Truck,0,0,0,5883,0.00
February 28 2018,Pierce,WA,Passenger,1114,1128,2242,543127,0.41
February 28 2018,Pierce,WA,Truck,0,0,0,142182,0.00
February 28 2018,San Juan,WA,Passenger,153,51,204,14504,1.39
February 28 2018,San Juan,WA,Truck,0,0,0,5875,0.00
February 28 2018,Skagit,WA,Passenger,183,163,346,92499,0.37
February 28 2018,Skagit,WA,Truck,1,0,1,32966,0.00
February 28 2018,Skamania,WA,Passenger,9,7,16,8786,0.18
February 28 2018,Skamania,WA,Truck,0,0,0,4046,0.00
February 28 2018,Snohomish,WA,Passenger,2122,1227,3349,528806,0.63
February 28 2018,Snohomish,WA,Truck,1,0,1,125147,0.00
February 28 2018,Spokane,WA,Passenger,314,297,611,310408,0.20
February 28 2018,Spokane,WA,Truck,1,0,1,96173,0.00
February 28 2018,Stevens,WA,Passenger,12,22,34,31938,0.11
February 28 2018,Stevens,WA,Truck,0,0,0,18986,0.00
February 28 2018,Thurston,WA,Passenger,508,460,968,197042,0.49
February 28 2018,Thurston,WA,Truck,0,0,0,56061,0.00
February 28 2018,Wahkiakum,WA,Passenger,1,3,4,2822,0.14
February 28 2018,Wahkiakum,WA,Truck,0,0,0,1645,0.00
February 28 2018,Walla Walla,WA,Passenger,31,38,69,36216,0.19
February 28 2018,Walla Walla,WA,Truck,0,0,0,13793,0.00
February 28 2018,Whatcom,WA,Passenger,573,274,847,148768,0.57
February 28 2018,Whatcom,WA,Truck,1,0,1,43147,0.00
February 28 2018,Whitman,WA,Passenger,16,26,42,23115,0.18
February 28 2018,Whitman,WA,Truck,0,0,0,8718,0.00
February 28 2018,Yakima,WA,Passenger,63,88,151,166280,0.09
February 28 2018,Yakima,WA,Truck,0,0,0,60206,0.00
March 31 2018,Russell,AL,Passenger,1,0,1,22,4.35
March 31 2018,Baxter,AR,Passenger,0,1,1,1,50.00
March 31 2018,Alameda,CA,Passenger,0,1,1,132,0.75
March 31 2018,Monterey,CA,Passenger,0,1,1,111,0.89
March 31 2018,San Diego,CA,Passenger,0,1,1,1283,0.08
March 31 2018,Santa Clara,CA,Passenger,1,0,1,120,0.83
March 31 2018,El Paso,CO,Passenger,1,0,1,329,0.30
March 31 2018,New London,CT,Passenger,0,1,1,129,0.77
March 31 2018,Duval,FL,Passenger,1,0,1,130,0.76
